Year,Total,Occupied,Vacant,Rate,Metro
2010,32150,27943,4207,0.130855365,"Chillicothe, OH Micro Area"
2010,918007,811494,106513,0.116026348,"Cincinnati-Middletown, OH-KY-IN Metro Area"
2010,42134,37538,4596,0.109080553,"Clarksburg, WV Micro Area"
2010,114033,99039,14994,0.131488253,"Clarksville, TN-KY Metro Area"
2010,35481,24521,10960,0.30889772,"Clearlake, CA Micro Area"
2010,49485,43805,5680,0.114782257,"Cleveland, TN Metro Area"
2010,955798,840929,114869,0.120181252,"Cleveland-Elyria-Mentor, OH Metro Area"
2010,30967,26008,4959,0.160138212,"Coamo, PR Micro Area"
2010,63348,55456,7892,0.124581676,"Coeur d'Alene, ID Metro Area"
2010,94350,81720,12630,0.133863275,"College Station-Bryan, TX Metro Area"
2010,264602,244194,20408,0.077127157,"Colorado Springs, CO Metro Area"
2010,73649,67997,5652,0.076742386,"Columbia, MO Metro Area"
2010,331865,293357,38508,0.116035135,"Columbia, SC Metro Area"
2010,35305,31812,3493,0.098937828,"Columbia, TN Micro Area"
2010,127486,108930,18556,0.145553237,"Columbus, GA-AL Metro Area"
2010,33105,31046,2059,0.062196043,"Columbus, IN Metro Area"
2010,793030,707956,85074,0.107277152,"Columbus, OH Metro Area"
2010,63557,57224,6333,0.09964284,"Concord, NH Micro Area"
2010,47941,41145,6796,0.141757577,"Cookeville, TN Micro Area"
2010,30189,25723,4466,0.147934678,"Coos Bay, OR Micro Area"
2010,48861,41052,7809,0.159820716,"Corning, NY Micro Area"
2010,183364,154206,29158,0.159017037,"Corpus Christi, TX Metro Area"
2010,36258,32888,3370,0.092945005,"Corvallis, OR Metro Area"
2010,92476,70407,22069,0.238645703,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
2010,37059,29666,7393,0.199492701,"Cullman, AL Micro Area"
2010,46374,40076,6298,0.135808858,"Cumberland, MD-WV Metro Area"
2010,2507538,2274493,233045,0.092937774,"Dallas-Fort Worth-Arlington, TX Metro Area"
2010,55876,48349,7527,0.134708998,"Dalton, GA Metro Area"
2010,36304,31332,4972,0.136954606,"Danville, IL Metro Area"
2010,53745,45278,8467,0.157540236,"Danville, VA Metro Area"
2010,104249,68096,36153,0.346794693,"Daphne-Fairhope-Foley, AL Micro Area"
2010,167257,154889,12368,0.073946083,"Davenport-Moline-Rock Island, IA-IL Metro Area"
2010,385208,342919,42289,0.109782248,"Dayton, OH Metro Area"
2010,66441,57902,8539,0.12852004,"Decatur, AL Metro Area"
2010,50471,45624,4847,0.096035347,"Decatur, IL Metro Area"
2010,254277,190757,63520,0.249806314,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
2010,1079346,1001253,78093,0.072352147,"Denver-Aurora-Broomfield, CO Metro Area"
2010,240540,223767,16773,0.069730606,"Des Moines-West Des Moines, IA Metro Area"
2010,1885948,1655395,230553,0.122247803,"Detroit-Warren-Livonia, MI Metro Area"
2010,66966,58581,8385,0.125212795,"Dothan, AL Metro Area"
2010,65484,54896,10588,0.161688351,"Dover, DE Metro Area"
2010,38642,31050,7592,0.196470162,"DuBois, PA Micro Area"
2010,39028,37177,1851,0.047427488,"Dubuque, IA Metro Area"
2010,142401,121010,21391,0.150216642,"Duluth, MN-WI Metro Area"
2010,46879,38631,8248,0.17594232,"Dunn, NC Micro Area"
2010,223315,198793,24522,0.109809014,"Durham-Chapel Hill, NC Metro Area"
2010,47067,42506,4561,0.096904413,"East Liverpool-Salem, OH Micro Area"
2010,80388,58234,22154,0.275588396,"East Stroudsburg, PA Micro Area"
2010,69388,63436,5952,0.085778521,"Eau Claire, WI Metro Area"
2010,56090,48206,7884,0.140559815,"El Centro, CA Metro Area"
2010,49885,44911,4974,0.099709331,"Elizabethtown, KY Metro Area"
2010,77775,67959,9816,0.126210222,"Elkhart-Goshen, IN Metro Area"
2010,38361,35534,2827,0.073694638,"Elmira, NY Metro Area"
2010,270989,248770,22219,0.081992258,"El Paso, TX Metro Area"
2010,45068,38206,6862,0.152258809,"Enterprise-Ozark, AL Micro Area"
2010,119194,109388,9806,0.082269242,"Erie, PA Metro Area"
2010,156175,144923,11252,0.072047383,"Eugene-Springfield, OR Metro Area"
2010,61555,54980,6575,0.106815043,"Eureka-Arcata-Fortuna, CA Micro Area"
2010,159372,142984,16388,0.102828602,"Evansville, IN-KY Metro Area"
2010,41780,37413,4367,0.104523696,"Fairbanks, AK Metro Area"
2010,39101,26293,12808,0.327561955,"Fajardo, PR Metro Area"
2010,91883,86373,5510,0.059967567,"Fargo, ND-MN Metro Area"
2010,28500,24466,4034,0.14154386,"Farmington, MO Micro Area"
2010,49380,41703,7677,0.155467801,"Farmington, NM Metro Area"
2010,154309,133054,21255,0.1377431,"Fayetteville, NC Metro Area"
2010,199392,170006,29386,0.147378029,"Fayetteville-Springdale-Rogers, AR-MO Metro Area"
2010,33176,30198,2978,0.089763685,"Findlay, OH Micro Area"
2010,63404,44276,19128,0.301684436,"Flagstaff, AZ Metro Area"
2010,192097,166539,25558,0.133047367,"Flint, MI Metro Area"
2010,88988,79218,9770,0.109790084,"Florence, SC Metro Area"
2010,69585,60910,8675,0.124667673,"Florence-Muscle Shoals, AL Metro Area"
2010,43919,40736,3183,0.072474328,"Fond du Lac, WI Metro Area"
2010,33890,26818,7072,0.208675125,"Forest City, NC Micro Area"
2010,132776,117812,14964,0.112701091,"Fort Collins-Loveland, CO Metro Area"
2010,31115,25738,5377,0.172810542,"Fort Payne, AL Micro Area"
2010,129073,112468,16605,0.128648129,"Fort Smith, AR-OK Metro Area"
2010,178575,160275,18300,0.10247795,"Fort Wayne, IN Metro Area"
2010,32067,28939,3128,0.097545764,"Frankfort, KY Micro Area"
2010,315965,284690,31275,0.098982482,"Fresno, CA Metro Area"
2010,47470,39731,7739,0.163029282,"Gadsden, AL Metro Area"
2010,120595,100329,20266,0.168050085,"Gainesville, FL Metro Area"
2010,68852,60969,7883,0.114491954,"Gainesville, GA Metro Area"
2010,31368,28599,2769,0.088274675,"Galesburg, IL Micro Area"
2010,25817,17100,8717,0.337645737,"Gallup, NM Micro Area"
2010,40848,37831,3017,0.073859185,"Gettysburg, PA Micro Area"
2010,67593,52974,14619,0.216279792,"Glens Falls, NY Metro Area"
2010,52980,47759,5221,0.098546621,"Goldsboro, NC Metro Area"
2010,44389,39993,4396,0.099033544,"Grand Forks, ND-MN Metro Area"
2010,30135,28448,1687,0.055981417,"Grand Island, NE Micro Area"
2010,62707,57311,5396,0.086050999,"Grand Junction, CO Metro Area"
2010,323734,292388,31346,0.096826407,"Grand Rapids-Wyoming, MI Metro Area"
2010,38006,34099,3907,0.102799558,"Grants Pass, OR Micro Area"
2010,37309,33053,4256,0.114074352,"Great Falls, MT Metro Area"
2010,96406,89056,7350,0.076240068,"Greeley, CO Metro Area"
2010,137350,121806,15544,0.113170732,"Green Bay, WI Metro Area"
2010,31286,28162,3124,0.099852969,"Greeneville, TN Micro Area"
2010,323095,282554,40541,0.125477027,"Greensboro-High Point, NC Metro Area"
2010,82814,70345,12469,0.150566329,"Greenville, NC Metro Area"
2010,277635,241533,36102,0.130034037,"Greenville-Mauldin-Easley, SC Metro Area"
2010,31058,26100,4958,0.159636809,"Greenwood, SC Micro Area"
2010,38591,31192,7399,0.191728641,"Guayama, PR Metro Area"
2010,115635,93746,21889,0.189293899,"Gulfport-Biloxi, MS Metro Area"
2010,115201,101783,13418,0.116474683,"Hagerstown-Martinsburg, MD-WV Metro Area"
2010,50280,43228,7052,0.140254574,"Hammond, LA Micro Area"
2010,43900,40818,3082,0.070205011,"Hanford-Corcoran, CA Metro Area"
2010,241035,221667,19368,0.080353476,"Harrisburg-Carlisle, PA Metro Area"
2010,51231,43840,7391,0.144268119,"Harrisonburg, VA Metro Area"
2010,507209,472161,35048,0.06909972,"Hartford-West Hartford-East Hartford, CT Metro Area"
2010,62107,53532,8575,0.138068173,"Hattiesburg, MS Metro Area"
2010,33459,28653,4806,0.143638483,"Helena, MT Micro Area"
2010,162671,140327,22344,0.137356997,"Hickory-Lenoir-Morganton, NC Metro Area"
2010,82471,62584,19887,0.24113931,"Hilo, HI Micro Area"
2010,103285,72570,30715,0.297381033,"Hilton Head Island-Beaufort, SC Micro Area"
2010,32368,26902,5466,0.168870489,"Hinesville-Fort Stewart, GA Metro Area"
2010,102546,91334,11212,0.109336298,"Holland-Grand Haven, MI Metro Area"
2010,78092,60229,17863,0.228743021,"Homosassa Springs, FL Micro Area"
2010,337030,309154,27876,0.082710738,"Honolulu, HI Metro Area"
2010,50558,38369,12189,0.241089442,"Hot Springs, AR Metro Area"
2010,82608,73829,8779,0.106273,"Houma-Bayou Cane-Thibodaux, LA Metro Area"
2010,2314949,2022402,292547,0.126372978,"Houston-Sugar Land-Baytown, TX Metro Area"
2010,131118,113825,17293,0.131888833,"Huntington-Ashland, WV-KY-OH Metro Area"
2010,182105,160762,21343,0.117201614,"Huntsville, AL Metro Area"
2010,24068,20670,3398,0.141183314,"Huntsville, TX Micro Area"
2010,28604,26095,2509,0.087715005,"Hutchinson, KS Micro Area"
2010,48963,43751,5212,0.106447726,"Idaho Falls, ID Metro Area"
2010,38247,34310,3937,0.102936178,"Indiana, PA Micro Area"
2010,758866,669860,89006,0.117288164,"Indianapolis-Carmel, IN Metro Area"
2010,65625,61883,3742,0.057020952,"Iowa City, IA Metro Area"
2010,41687,37812,3875,0.092954638,"Ithaca, NY Metro Area"
2010,69449,58388,11061,0.159267952,"Jackson, MI Metro Area"
2010,222795,197941,24854,0.111555466,"Jackson, MS Metro Area"
2010,48315,39618,8697,0.180006209,"Jackson, TN Metro Area"
2010,598524,503541,94983,0.158695391,"Jacksonville, FL Metro Area"
2010,68687,60242,8445,0.12294903,"Jacksonville, NC Metro Area"
2010,66901,55362,11539,0.172478737,"Jamestown-Dunkirk-Fredonia, NY Micro Area"
2010,68449,62555,5894,0.086107905,"Janesville, WI Metro Area"
2010,63960,56355,7605,0.118902439,"Jefferson City, MO Metro Area"
2010,93932,82383,11549,0.122950645,"Johnson City, TN Metro Area"
2010,65646,59030,6616,0.100782988,"Johnstown, PA Metro Area"
2010,51800,46614,5186,0.10011583,"Jonesboro, AR Metro Area"
2010,74993,66336,8657,0.115437441,"Joplin, MO Metro Area"
2010,70510,51893,18617,0.26403347,"Kahului-Wailuku, HI Micro Area"
2010,146801,127035,19766,0.134644859,"Kalamazoo-Portage, MI Metro Area"
2010,46962,36709,10253,0.218325455,"Kalispell, MT Micro Area"
2010,45247,42046,3201,0.070745022,"Kankakee-Bradley, IL Metro Area"
2010,881925,785477,96448,0.109360773,"Kansas City, MO-KS Metro Area"
2010,29917,22147,7770,0.259718555,"Kapaa, HI Micro Area"
2010,34775,29931,4844,0.139295471,"Keene, NH Micro Area"
2010,93244,86626,6618,0.070975076,"Kennewick-Pasco-Richland, WA Metro Area"
2010,52766,29822,22944,0.434825456,"Key West, FL Micro Area"
2010,158901,131062,27839,0.175197135,"Killeen-Temple-Fort Hood, TX Metro Area"
2010,148544,130117,18427,0.124050786,"Kingsport-Bristol-Bristol, TN-VA Metro Area"
2010,83643,68581,15062,0.180074842,"Kingston, NY Metro Area"
2010,33048,27582,5466,0.165395788,"Klamath Falls, OR Micro Area"
2010,316925,285762,31163,0.098329258,"Knoxville, TN Metro Area"
2010,45379,40775,4604,0.101456621,"Kokomo, IN Metro Area"
2010,57065,53627,3438,0.060247087,"La Crosse, WI-MN Metro Area"
2010,84950,76945,8005,0.094231901,"Lafayette, IN Metro Area"
2010,115795,103181,12614,0.108933892,"Lafayette, LA Metro Area"
2010,28140,24697,3443,0.122352523,"LaGrange, GA Micro Area"
2010,85701,75197,10504,0.122565664,"Lake Charles, LA Metro Area"
2010,30468,25705,4763,0.156327951,"Lake City, FL Micro Area"
2010,110908,82166,28742,0.259151729,"Lake Havasu City-Kingman, AZ Metro Area"
2010,281278,221073,60205,0.214040913,"Lakeland-Winter Haven, FL Metro Area"
2010,203175,194028,9147,0.045020303,"Lancaster, PA Metro Area"
2010,32715,29862,2853,0.087207703,"Lancaster, SC Micro Area"
2010,198982,178797,20185,0.101441336,"Lansing-East Lansing, MI Metro Area"
2010,73686,66716,6970,0.09459056,"Laredo, TX Metro Area"
2010,81750,73614,8136,0.099522936,"Las Cruces, NM Metro Area"
2010,841494,698955,142539,0.169388017,"Las Vegas-Paradise, NV Metro Area"
2010,36803,31467,5336,0.14498818,"Laurel, MS Micro Area"
2010,46777,43385,3392,0.07251427,"Lawrence, KS Metro Area"
2010,50888,46141,4747,0.093283289,"Lawton, OK Metro Area"
2010,100104,70768,29336,0.293055223,"Lebanon, NH-VT Micro Area"
2010,55644,50701,4943,0.088832579,"Lebanon, PA Metro Area"
2010,27160,25143,2017,0.074263623,"Lewiston, ID-WA Metro Area"
2010,49105,43918,5187,0.105630791,"Lewiston-Auburn, ME Metro Area"
2010,210395,190535,19860,0.094393878,"Lexington-Fayette, KY Metro Area"
2010,41368,37051,4317,0.104356024,"Lexington Park, MD Micro Area"
2010,44992,40615,4377,0.097283962,"Lima, OH Metro Area"
2010,127659,120407,7252,0.056807589,"Lincoln, NE Metro Area"
2010,33664,29404,4260,0.126544677,"Lincolnton, NC Micro Area"
2010,307583,272455,35128,0.114206572,"Little Rock-North Little Rock-Conway, AR Metro Area"
2010,42013,40170,1843,0.043867374,"Logan, UT-ID Metro Area"
2010,86997,76660,10337,0.118820189,"Longview, TX Metro Area"
2010,43457,40475,2982,0.068619555,"Longview, WA Metro Area"
2010,4493949,4188650,305299,0.067935573,"Los Angeles-Long Beach-Santa Ana, CA Metro Area"
2010,559947,510653,49294,0.088033332,"Louisville/Jefferson County, KY-IN Metro Area"
2010,118765,107367,11398,0.095971035,"Lubbock, TX Metro Area"
2010,35600,31735,3865,0.108567416,"Lufkin, TX Micro Area"
2010,52731,43237,9494,0.180045893,"Lumberton, NC Micro Area"
2010,111698,96553,15145,0.13558882,"Lynchburg, VA Metro Area"
2010,101346,82543,18803,0.185532729,"Macon, GA Metro Area"
2010,49156,42189,6967,0.141732444,"Madera-Chowchilla, CA Metro Area"
2010,253075,235533,17542,0.06931542,"Madison, WI Metro Area"
2010,166106,152652,13454,0.080996472,"Manchester-Nashua, NH Metro Area"
2010,51798,45851,5947,0.114811383,"Manhattan, KS Metro Area"
2010,37192,34575,2617,0.070364595,"Manitowoc, WI Micro Area"
2010,39125,36886,2239,0.057226837,"Mankato-North Mankato, MN Metro Area"
2010,54578,47654,6924,0.126864304,"Mansfield, OH Metro Area"
2010,44661,29731,14930,0.334296142,"Marinette, WI-MI Micro Area"
2010,30437,26767,3670,0.120576929,"Marion, IN Micro Area"
2010,27818,25438,2380,0.085556115,"Marion, OH Micro Area"
2010,30386,25953,4433,0.145889554,"Marion-Herrin, IL Micro Area"
2010,34345,27094,7251,0.211122434,"Marquette, MI Micro Area"
2010,27735,22875,4860,0.175229854,"Marshall, TX Micro Area"
2010,34093,32098,1995,0.058516411,"Marshfield-Wisconsin Rapids, WI Micro Area"
2010,32796,27660,5136,0.156604464,"Martinsville, VA Micro Area"
2010,49789,39696,10093,0.202715459,"Mayag?ez, PR Metro Area"
2010,248989,212743,36246,0.145572696,"McAllen-Edinburg-Mission, TX Metro Area"
2010,44666,35203,9463,0.211861371,"Meadville, PA Micro Area"
2010,90964,81508,9456,0.103953212,"Medford, OR Metro Area"
2010,550002,474304,75698,0.137632227,"Memphis, TN-MS-AR Metro Area"
2010,83690,73885,9805,0.117158561,"Merced, CA Metro Area"
2010,48133,40483,7650,0.158934619,"Meridian, MS Micro Area"
2010,2464604,1984559,480045,0.194775712,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area"
2010,48454,42552,5902,0.121806249,"Michigan City-La Porte, IN Metro Area"
2010,35951,33843,2108,0.058635365,"Midland, MI Micro Area"
2010,54428,48730,5698,0.104688763,"Midland, TX Metro Area"
2010,669992,615244,54748,0.081714409,"Milwaukee-Waukesha-West Allis, WI Metro Area"
2010,1355594,1267805,87789,0.06476054,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
2010,30985,28515,2470,0.079715992,"Minot, ND Micro Area"
2010,50153,44572,5581,0.111279485,"Missoula, MT Metro Area"
2010,178726,153676,25050,0.140158679,"Mobile, AL Metro Area"
2010,179516,165761,13755,0.076622697,"Modesto, CA Metro Area"
2010,76374,65267,11107,0.145429073,"Monroe, LA Metro Area"
2010,62942,58596,4346,0.069047695,"Monroe, MI Metro Area"
2010,161623,140996,20627,0.127624162,"Montgomery, AL Metro Area"
2010,48186,28356,19830,0.41153032,"Morehead City, NC Micro Area"
2010,57143,48447,8696,0.15217962,"Morgantown, WV Metro Area"
2010,60440,52262,8178,0.135307743,"Morristown, TN Metro Area"
2010,35114,30228,4886,0.139146779,"Moses Lake, WA Micro Area"
2010,33665,30000,3665,0.108866776,"Mount Airy, NC Micro Area"
2010,28355,25139,3216,0.11341915,"Mount Pleasant, MI Micro Area"
2010,51504,44856,6648,0.129077353,"Mount Vernon-Anacortes, WA Metro Area"
2010,52338,46933,5405,0.103271046,"Muncie, IN Metro Area"
2010,73515,65892,7623,0.103693124,"Muskegon-Norton Shores, MI Metro Area"
2010,30904,26664,4240,0.137199068,"Muskogee, OK Micro Area"
2010,186294,111352,74942,0.40227812,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area"
2010,54769,49754,5015,0.091566397,"Napa, CA Metro Area"
2010,197463,118258,79205,0.40111312,"Naples-Marco Island, FL Metro Area"
2010,669349,599775,69574,0.103942786,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
2010,57970,49840,8130,0.140244954,"New Bern, NC Micro Area"
2010,40964,36484,4480,0.10936432,"New Castle, PA Micro Area"
2010,361966,329595,32371,0.089431052,"New Haven-Milford, CT Metro Area"
2010,29733,26130,3603,0.121178489,"New Iberia, LA Micro Area"
2010,538739,451411,87328,0.162097045,"New Orleans-Metairie-Kenner, LA Metro Area"
2010,40192,34310,5882,0.146347532,"New Philadelphia-Dover, OH Micro Area"
2010,7528017,6800883,727134,0.096590377,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area"
2010,76903,59915,16988,0.220901655,"Niles-Benton Harbor, MI Metro Area"
2010,401323,289448,111875,0.278765483,"North Port-Bradenton-Sarasota, FL Metro Area"
2010,33071,27062,6009,0.181699979,"North Wilkesboro, NC Micro Area"
2010,121061,106808,14253,0.117734035,"Norwich-New London, CT Metro Area"
2010,40270,32685,7585,0.188353613,"Oak Harbor, WA Micro Area"
2010,164028,131753,32275,0.196765186,"Ocala, FL Metro Area"
2010,98373,42763,55610,0.565297389,"Ocean City, NJ Metro Area"
2010,53070,48630,4440,0.083663086,"Odessa, TX Metro Area"
2010,187689,177989,9700,0.051681239,"Ogden-Clearfield, UT Metro Area"
2010,52120,43123,8997,0.172620875,"Ogdensburg-Massena, NY Micro Area"
2010,538657,474558,64099,0.118997804,"Oklahoma City, OK Metro Area"
2010,41106,32183,8923,0.217072933,"Olean, NY Micro Area"
2010,108458,99869,8589,0.079191945,"Olympia, WA Metro Area"
2010,363171,334319,28852,0.079444669,"Omaha-Council Bluffs, NE-IA Metro Area"
2010,35731,30518,5213,0.145895721,"Opelousas-Eunice, LA Micro Area"
2010,42526,33789,8737,0.205450783,"Orangeburg, SC Micro Area"
2010,943029,748210,194819,0.206588557,"Orlando-Kissimmee-Sanford, FL Metro Area"
2010,73389,67793,5596,0.076251209,"Oshkosh-Neenah, WI Metro Area"
2010,68549,59975,8574,0.125078411,"Ottawa-Streator, IL Micro Area"
2010,49636,44507,5129,0.103332259,"Owensboro, KY Metro Area"
2010,30305,27134,3171,0.104636199,"Owosso, MI Micro Area"
2010,281681,265904,15777,0.056010168,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
2010,46761,39182,7579,0.162079511,"Paducah, KY-IL Micro Area"
2010,37311,29093,8218,0.220256761,"Palatka, FL Micro Area"
2010,269975,221945,48030,0.177905362,"Palm Bay-Melbourne-Titusville, FL Metro Area"
2010,48615,35218,13397,0.275573383,"Palm Coast, FL Metro Area"
2010,99690,63654,36036,0.36148059,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area"
2010,75146,65240,9906,0.131823384,"Parkersburg-Marietta-Vienna, WV-OH Metro Area"
2010,69983,57593,12390,0.177042996,"Pascagoula, MS Metro Area"
2010,33962,30973,2989,0.088010129,"Pendleton-Hermiston, OR Micro Area"
2010,201613,165645,35968,0.178401194,"Pensacola-Ferry Pass-Brent, FL Metro Area"
2010,164540,150898,13642,0.082909931,"Peoria, IL Metro Area"
2010,2434185,2220711,213474,0.087698347,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
2010,1800056,1503107,296949,0.164966534,"Phoenix-Mesa-Glendale, AZ Metro Area"
2010,42160,35976,6184,0.146679317,"Pine Bluff, AR Metro Area"
2010,1102173,978959,123214,0.111791887,"Pittsburgh, PA Metro Area"
2010,68502,56517,11985,0.174958395,"Pittsfield, MA Metro Area"
2010,35910,31659,4251,0.118379282,"Plattsburgh, NY Micro Area"
2010,36116,31856,4260,0.117953262,"Pocatello, ID Metro Area"
2010,99965,83824,16141,0.161466513,"Ponce, PR Metro Area"
2010,35605,30430,5175,0.145344755,"Port Angeles, WA Micro Area"
2010,262881,209787,53094,0.201969713,"Portland-South Portland-Biddeford, ME Metro Area"
2010,925762,857389,68373,0.073855915,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
2010,215170,165072,50098,0.232829855,"Port St. Lucie, FL Metro Area"
